name,rating,number_of_photos,message,name_clean,name_length,rating_clean,rating_length,number_of_photos_clean,number_of_photos_length,message_clean,message_length
Olivia Vega,5.0/5,6.0,"10 meses atrás Ofner Rua Caiubi Perdizes - São Paulo - SP Aos cuidados: Soraia (gerente) Hoje dia 08/10/2024, por volta das 15h, estive na unidade Rua Caiubi Quero registrar atendimento exemplar da funcionária Sophia (menor aprendiz) A Sophia é educada, fala baixo, sempre sorrindo, cortês, genti...muitos elogios. Imagina! Oferece auxílio para idoso se levantar da cadeira. 🥰 Nos acompanhou até o caixa e fez lindas embalagens para presente. Espero que elogio chegue até o gestor. Agradeço Serviço: 5/5  /  Ambiente: 5/5 🙏1  /",olivia vega,11,5.0/5,5,6.0,3,"10 meses atrás ofner rua caiubi perdizes - são paulo - sp aos cuidados: soraia (gerente) hoje dia 08/10/2024, por volta das 15h, estive na unidade rua caiubi quero registrar atendimento exemplar da funcionária sophia (menor aprendiz) a sophia é educada, fala baixo, sempre sorrindo, cortês, genti...muitos elogios. imagina! oferece auxílio para idoso se levantar da cadeira. 🥰 nos acompanhou até o caixa e fez lindas embalagens para presente. espero que elogio chegue até o gestor. agradeço serviço: 5/5 / ambiente: 5/5 🙏1 /",524
Paola Della Monica,3.7/5,,"um ano atrás Sou cliente a 10 anos, está impossível ir na Ofner depois de reformada. O serviço é além de péssimo, é insuportável. Estou há 10 minutos sentada, tem 2 mesas na Ofner toda e ngm vem me atender, nem atendente por perto tem. Isso porque é a oitava vez que venho aqui e sou mal atendida. As pessoas comentam entre elas e com os atendentes o quão ruim está. Gastaram com reforma e esqueceram do rh. Comida: 5/5  /  Serviço: 1/5  /  Ambiente: 5/5 🙏1  /",paola della monica,18,3.7/5,5,nan,3,"um ano atrás sou cliente a 10 anos, está impossível ir na ofner depois de reformada. o serviço é além de péssimo, é insuportável. estou há 10 minutos sentada, tem 2 mesas na ofner toda e ngm vem me atender, nem atendente por perto tem. isso porque é a oitava vez que venho aqui e sou mal atendida. as pessoas comentam entre elas e com os atendentes o quão ruim está. gastaram com reforma e esqueceram do rh. comida: 5/5 / serviço: 1/5 / ambiente: 5/5 🙏1 /",455
Ágata Ortiz,,164.0,Editado 5 meses atrás Doces maras! Parada obrigatória em SP  /,ágata ortiz,11,nan,3,164.0,5,editado 5 meses atrás doces maras! parada obrigatória em sp /,61
Telma De Melo,,134.0,"um ano atrás Estive nesta Ofner em janeiro de 2024, em um sábado à tarde. Não tive problemas para estacionar, apesar do lugar estar bem cheio. No entanto, achei o atendimento pouco cordial, com o garçom que me atendeu visivelmente cansado e sem paciência. Quantos aos doces, comi um entremet de chocolate e amêndoas, em que nada se notava dessa última, restando apenas o sabor de um mousse de chocolate comum, desses que fazemos em nossa casa. Para piorar, a massa estava murcha, como se o doce estivesse há dias na vitrine. Também experimentei o banoffee, que foi outra decepção: massa branca e dura, banana e, lá longe, o doce de leite e o café. Já visitei várias lojas Ofner e gostei, mas dessa, sinceramente, não. 🙏3  /",telma de melo,13,nan,3,134.0,5,"um ano atrás estive nesta ofner em janeiro de 2024, em um sábado à tarde. não tive problemas para estacionar, apesar do lugar estar bem cheio. no entanto, achei o atendimento pouco cordial, com o garçom que me atendeu visivelmente cansado e sem paciência. quantos aos doces, comi um entremet de chocolate e amêndoas, em que nada se notava dessa última, restando apenas o sabor de um mousse de chocolate comum, desses que fazemos em nossa casa. para piorar, a massa estava murcha, como se o doce estivesse há dias na vitrine. também experimentei o banoffee, que foi outra decepção: massa branca e dura, banana e, lá longe, o doce de leite e o café. já visitei várias lojas ofner e gostei, mas dessa, sinceramente, não. 🙏3 /",722
Adriana Fernandes,,59.0,"um ano atrás A melhor coxinha que já comi na vida é da Ofner rs Essa loja da Caiubi é muito bonitinha, atendimento excelente. E comi um doce divino, chamado Due Citron, um mousse de limão siciliano, com ganache de chocolate branco, uma massa crocante, recomendo! Amei!  /",adriana fernandes,17,nan,3,59.0,4,"um ano atrás a melhor coxinha que já comi na vida é da ofner rs essa loja da caiubi é muito bonitinha, atendimento excelente. e comi um doce divino, chamado due citron, um mousse de limão siciliano, com ganache de chocolate branco, uma massa crocante, recomendo! amei! /",270
Fabris Dermatologia,,2.0,"10 meses atrás Refeição no local  /  Outro  /  R$ 80–100 Demora para servir. Sempre que venho aqui tenho que esperar muito tempo para ser servido, mesmo que não esteja tão cheio. Acho que falta treinamento dos garçons.  /",fabris dermatologia,19,nan,3,2.0,3,"10 meses atrás refeição no local / outro / r$ 80–100 demora para servir. sempre que venho aqui tenho que esperar muito tempo para ser servido, mesmo que não esteja tão cheio. acho que falta treinamento dos garçons. /",216
Ana Maria Guaitoli,,,"um ano atrás É tudo muito gostoso, de 1ª qualidade. Única coisa que hoje estive lá e não gostei da atitude do segurança, pois ficou me olhando muito porque acabei de tomar meu drink de café com croissant e fiquei na mesa, relaxada olhando as pessoas, vendo msg no celular, calma. E o segurança me olhando diretamente. Pergunto esse ser é para nós vigiar? Ou é para nos proteger? Me intimidou, não gostei!!! Adoro os atendentes!!!  /",ana maria guaitoli,18,nan,3,nan,3,"um ano atrás é tudo muito gostoso, de 1ª qualidade. única coisa que hoje estive lá e não gostei da atitude do segurança, pois ficou me olhando muito porque acabei de tomar meu drink de café com croissant e fiquei na mesa, relaxada olhando as pessoas, vendo msg no celular, calma. e o segurança me olhando diretamente. pergunto esse ser é para nós vigiar? ou é para nos proteger? me intimidou, não gostei!!! adoro os atendentes!!! /",431
Vital Teotônio,1.0/5,9.0,"um ano atrás Café da manhã Sexta feira 14/06/24 10:45 da manhã, NÃO TEM CAFÉ NA OFINER, GUILHERME LOMBARD JOSEPH VICTOR E VITAL VIANA, ENTRE OUTROS CLIENTES SEM CAFÉ, NESSE CASO FOMOS OBRIGADOS A TOMAR CAFÉ TRÊS CORAÇÕES NA CONCORRENTE HAVANNA... OFINER Higienópolis Serviço: 1/5  /",vital teotônio,14,1.0/5,5,9.0,3,"um ano atrás café da manhã sexta feira 14/06/24 10:45 da manhã, não tem café na ofiner, guilherme lombard joseph victor e vital viana, entre outros clientes sem café, nesse caso fomos obrigados a tomar café três corações na concorrente havanna... ofiner higienópolis serviço: 1/5 /",281
Bárbara Guimarães,2.3/5,,8 meses atrás Além de os preços estarem abusivos reduziram pela metade o tamanho dos doces. Aí é desrespeito com os clientes. Não vou mais. Comida: 3/5  /  Serviço: 2/5  /  Ambiente: 2/5  /,bárbara guimarães,17,2.3/5,5,nan,3,8 meses atrás além de os preços estarem abusivos reduziram pela metade o tamanho dos doces. aí é desrespeito com os clientes. não vou mais. comida: 3/5 / serviço: 2/5 / ambiente: 2/5 /,184
Andrea Orosco,5.0/5,32.0,"8 meses atrás Brunch  /  R$ 80–100 Amei o lugar! Tem muito más opções de pratos, inclusive sopas 🙌🏻 a comida muito gostosa, especialmente as coisas com palmito. Comida: 5/5  /  Serviço: 5/5  /  Ambiente: 5/5 Opções vegetarianas Com palmito Adequado para crianças Cadeira para crianças  /",andrea orosco,13,5.0/5,5,32.0,4,"8 meses atrás brunch / r$ 80–100 amei o lugar! tem muito más opções de pratos, inclusive sopas 🙌🏻 a comida muito gostosa, especialmente as coisas com palmito. comida: 5/5 / serviço: 5/5 / ambiente: 5/5 opções vegetarianas com palmito adequado para crianças cadeira para crianças /",280
Claudia Dias,,9.0,"um ano atrás Por ser uma doceira tão tradicional e com preços altos, considero que a qualidade eh boa, mas o atendimento precisa melhorar! Nao adianta meter uma reforma e deixar tudo lindo se os funcionários não sao treinados e vc precisa ficar caçando alguem que te atenda principalmente em um dia que o local está vazio! Uma pena 🙏1  /",claudia dias,12,nan,3,9.0,3,"um ano atrás por ser uma doceira tão tradicional e com preços altos, considero que a qualidade eh boa, mas o atendimento precisa melhorar! nao adianta meter uma reforma e deixar tudo lindo se os funcionários não sao treinados e vc precisa ficar caçando alguem que te atenda principalmente em um dia que o local está vazio! uma pena 🙏1 /",336
mariana westers,,,"Editado um ano atrás Frequentávamos todos os finais de semana, o atendimento é muito bom, a equipe sempre gentil e educada, o lugar agradável, mas a questão dos fumantes é algo que precisaria de uma solução. Entendo que a rua é pública e essa questão é difícil de resolver. Mas os clientes simplesmente se encostam nos carros próximos às mesas e acendem seus cigarros. O cheiro é insuportável, algo extremamente desagradável. Fim de semana passado não terminamos de consumir nosso pedido, e hoje sentamos à mesa mas nem realizamos nosso pedido e fomos embora, por conta dessa questão. É uma pena que a educação das pessoas impacte dessa forma a loja. 🙏3  /",mariana westers,15,nan,3,nan,3,"editado um ano atrás frequentávamos todos os finais de semana, o atendimento é muito bom, a equipe sempre gentil e educada, o lugar agradável, mas a questão dos fumantes é algo que precisaria de uma solução. entendo que a rua é pública e essa questão é difícil de resolver. mas os clientes simplesmente se encostam nos carros próximos às mesas e acendem seus cigarros. o cheiro é insuportável, algo extremamente desagradável. fim de semana passado não terminamos de consumir nosso pedido, e hoje sentamos à mesa mas nem realizamos nosso pedido e fomos embora, por conta dessa questão. é uma pena que a educação das pessoas impacte dessa forma a loja. 🙏3 /",655
Malu Rossi,,,"um ano atrás Amo a Ofner Caiubi. Frequento há mais de 50 anos. Já frequentei outras lojas da rede, a Caiubi é a mais aconchegante em termos acolhimento e atenção de seus funcionários. A rua é arborizada e com mesas do lado de fora, o que me dá a sensação de natureza, de liberdade. Minha filha especial adora os produtos, tudo tem que ter o logotipo da Ofner. São 20 anos tomando meu capuccino diariamente, estou até um pouco deprê por causa da reforma, mas sei que final de fevereiro ela reabre com mais do melhor que ela nos oferece. Que os bons momentos retornem! Vamos celebrar! 🙏2  /",malu rossi,10,nan,3,nan,3,"um ano atrás amo a ofner caiubi. frequento há mais de 50 anos. já frequentei outras lojas da rede, a caiubi é a mais aconchegante em termos acolhimento e atenção de seus funcionários. a rua é arborizada e com mesas do lado de fora, o que me dá a sensação de natureza, de liberdade. minha filha especial adora os produtos, tudo tem que ter o logotipo da ofner. são 20 anos tomando meu capuccino diariamente, estou até um pouco deprê por causa da reforma, mas sei que final de fevereiro ela reabre com mais do melhor que ela nos oferece. que os bons momentos retornem! vamos celebrar! 🙏2 /",587
isaac tobias,,913.0,"Editado um ano atrás Ofner. Sempre (será que sim?) uma boa lembrança em se tratando de doces e salgados finos. Bom, vamos lá. Hoje, 24/12 estivemos na loja Ofner de Perdizes. Que frequento (ou quem sabe frequentava) desde a sua abertura. E que Decepção (isto mesmo, com letra maiúscula). Pessoal da Ofner, aloooo. Está mais do que na hora de alguém dar uma passadinha lá. Vamos contar a experiência. Talvez sirva de exemplo. Ao chegar, fomos aos balcões. Minha esposa e filha no de sorvetes e eu no de doces. Não gostei do aspecto dos sorvetes. Não pareciam cremosos e estavam cheios de flocos de gelo por cima. Temperatura estava fora do ideal ou o sorvete estava lá já a muito tempo? Não sei, mas estava muito diferente das outras Ofner que conheço e frequento. Enquanto isto fui ao balcão de doces. Pensei em já levar na hora, mas a atendente pediu que eu me sentasse que ela levaria na mesa. Fui me sentar e a mesa não estava apresentável. Alguém derramou alguma coisa doce nela e estava melada. Sentei na do lado e, enquanto aguardava a minha família, observei uma outra atendente limpando a mesa. Era digno de ter sido filmado para não haver dúvidas. Ela passando um paninho amarrotado só nas bordas da mesa, deixando o centro ainda melado. Aí, minha família chegou, começaram a saborear o sorvetes e notaram que a qualidade não era a correspondente a de outras lojas da Ofner. Sendo que minha filha me perguntou o q eu havia pedido e eu disse qual era o produto escolhido, mas esqueceram de mim. Bom não importa. Jogamos o sorvete fora e fui pagar. Quando a caixa me perguntou se era só aquilo mesmo e eu falei que não havia recebido o meu pedido. Ela prontamente me respondeu que aquele não era o padrão. E eu disse que sabia. Pois frequentava aquela loja desde a sua abertura. Enfim, este foi nosso Presente Ofner de Natal. E, para ter o padrão que a caixa falou, é necessário urgentemente de uma reciclagem no treinamento daquela loja. Muuuiiitttaaa gente, fazendo nada. Desculpe-me pelo desabafo. Não costumo ser assim tão crítico. Mas hj vcs excederam qq limite da razoabilidade. Boa tarde e Feliz Natal Obs: para nós não foi, pois tivemos que procurar outro estabelecimento semelhante para fazermos nossas compras natalinas para presentear os amigos. Atualizando: Esta unidade foi fechada para reforma... Vamos ver o q vai dar. 🙏2  /",isaac tobias,12,nan,3,913.0,5,"editado um ano atrás ofner. sempre (será que sim?) uma boa lembrança em se tratando de doces e salgados finos. bom, vamos lá. hoje, 24/12 estivemos na loja ofner de perdizes. que frequento (ou quem sabe frequentava) desde a sua abertura. e que decepção (isto mesmo, com letra maiúscula). pessoal da ofner, aloooo. está mais do que na hora de alguém dar uma passadinha lá. vamos contar a experiência. talvez sirva de exemplo. ao chegar, fomos aos balcões. minha esposa e filha no de sorvetes e eu no de doces. não gostei do aspecto dos sorvetes. não pareciam cremosos e estavam cheios de flocos de gelo por cima. temperatura estava fora do ideal ou o sorvete estava lá já a muito tempo? não sei, mas estava muito diferente das outras ofner que conheço e frequento. enquanto isto fui ao balcão de doces. pensei em já levar na hora, mas a atendente pediu que eu me sentasse que ela levaria na mesa. fui me sentar e a mesa não estava apresentável. alguém derramou alguma coisa doce nela e estava melada. sentei na do lado e, enquanto aguardava a minha família, observei uma outra atendente limpando a mesa. era digno de ter sido filmado para não haver dúvidas. ela passando um paninho amarrotado só nas bordas da mesa, deixando o centro ainda melado. aí, minha família chegou, começaram a saborear o sorvetes e notaram que a qualidade não era a correspondente a de outras lojas da ofner. sendo que minha filha me perguntou o q eu havia pedido e eu disse qual era o produto escolhido, mas esqueceram de mim. bom não importa. jogamos o sorvete fora e fui pagar. quando a caixa me perguntou se era só aquilo mesmo e eu falei que não havia recebido o meu pedido. ela prontamente me respondeu que aquele não era o padrão. e eu disse que sabia. pois frequentava aquela loja desde a sua abertura. enfim, este foi nosso presente ofner de natal. e, para ter o padrão que a caixa falou, é necessário urgentemente de uma reciclagem no treinamento daquela loja. muuuiiitttaaa gente, fazendo nada. desculpe-me pelo desabafo. não costumo ser assim tão crítico. mas hj vcs excederam qq limite da razoabilidade. boa tarde e feliz natal obs: para nós não foi, pois tivemos que procurar outro estabelecimento semelhante para fazermos nossas compras natalinas para presentear os amigos. atualizando: esta unidade foi fechada para reforma... vamos ver o q vai dar. 🙏2 /",2345
